respondent_id,xyz_vaccine,seasonal_vaccine
26707,0.08725977676848205,0.18774794077638388
26708,0.13002867675587948,0.13373161862918448
26709,0.2865635692257611,0.6920969076620223
26710,0.8252700285242525,0.8395191339916909
26711,0.2990913708122358,0.5519656269072393
26712,0.5230932328066199,0.9602601416833382
26713,0.3035504835378113,0.5626830085388752
26714,0.10329808485348585,0.08064555027560806
26715,0.10226002592555514,0.08534022836880263
26716,0.13642355789481075,0.9394610422964474
26717,0.07483486799350132,0.5
26718,0.153998644084311,0.6064298615065192
26719,0.07026707088881733,0.9091167985756993
26720,0.07113736224078206,0.20184965688556428
26721,0.2977732436936428,0.4059673707726482
26722,0.09895061066380456,0.0508237968226674
26723,0.8040427824277347,0.9216173122274955
26724,0.1386183489262751,0.7343408640555318
26725,0.13165554711721653,0.11023539783603634
26726,0.1333797392839251,0.10855981868846623
26727,0.13287492539301435,0.9272733211990766
26728,0.12538341821752835,0.6973024582805759
26729,0.23754569105470097,0.7340575093843388
26730,0.11061334984262494,0.16178770901080375
26731,0.08969282680427927,0.26924152803632107
26732,0.05531532114524135,0.07621369930249988
26733,0.9791559647077924,0.9615557892094432
26734,0.7844682886768406,0.48447263317471073
26735,0.10419337551805942,0.37449383226339855
26736,0.08218879878577263,0.10794140749703701
26737,0.10477173046574899,0.11577750563427983
26738,0.7359627276045585,0.8169872823630051
26739,0.10965454111032295,0.12186118157773744
26740,0.13654249639728752,0.16240701296905988
26741,0.15729925534427902,0.9197677364183142
26742,0.08481959604857069,0.31102872778960466
26743,0.11840096811152541,0.5248938702260506
26744,0.09556949035605368,0.7893105705985479
26745,0.11426157026762795,0.9264068477215187
26746,0.14103127768818027,0.2862254162438147
26747,0.12372170211812923,0.13175383461967116
26748,0.10060557144196253,0.060481073606380546
26749,0.1925308626976886,0.6769216556436833
26750,0.857174463847354,0.8932005251718086
26751,0.34666277798307826,0.8588381031597258
26752,0.11387942624250155,0.10416406444799159
26753,0.09615357972526269,0.5815575702014282
26754,0.12929605582366993,0.5691554206852557
26755,0.12364188129802621,0.24960963588083424
26756,0.11969144640427722,0.07812536049612984
26757,0.45631062209378304,0.7174995330928688
26758,0.6675192498781368,0.7579108045430972
26759,0.10912156304519674,0.1867476100491374
26760,0.12565860774347187,0.10559416196807735
26761,0.16981540489477057,0.5649800276425331
26762,0.10177948775916916,0.8053428001425844
26763,0.9535403958036254,0.8781560125067627
26764,0.9685412373256106,0.897118105717314
26765,0.10638982491212455,0.559620395908792
26766,0.08808791398374381,0.091627672932333
26767,0.9296585906369258,0.7385300040261148
26768,0.0630885970041998,0.45802180621290867
26769,0.1286747564165416,0.19944821659517262
26770,0.10828187341983407,0.5950362738811814
26771,0.10445848353140201,0.24336373414706897
26772,0.1107800850886125,0.3876320935382226
26773,0.11418723701587685,0.4496194462730533
26774,0.1381233212356859,0.6483672672362063
26775,0.0617815056377318,0.4695865807628711
26776,0.34928102993414356,0.6047587238722312
26777,0.05694084834437379,0.859012902576345
26778,0.11519130459664984,0.08727029651360926
26779,0.1002609784305569,0.6048789428101922
26780,0.12265894825157156,0.9318347997442071
26781,0.12612407412812524,0.23149091177823905
26782,0.10516136500477731,0.23977071375344103
26783,0.12508585914844844,0.19716499119121253
26784,0.46337988506532884,0.8998475917757083
26785,0.37546285546173286,0.728028037823146
26786,0.07475718315472399,0.15323452771416687
26787,0.14942220038324866,0.49150039941469653
26788,0.06166609512757893,0.8607660595787652
26789,0.058467119680578494,0.17024080869760133
26790,0.11699217097429469,0.16799610701068465
26791,0.12529773691041038,0.0744557594243073
26792,0.10602938493047313,0.7902180498439897
26793,0.13376047737877167,0.947905085347655
26794,0.8906919745294606,0.8898182402726014
26795,0.06043327075306516,0.9553835015715675
26796,0.09969434161450064,0.0535607773473343
26797,0.10290615919204908,0.7049466479000053
26798,0.13444529647005016,0.13890629703747823
26799,0.19410752619379074,0.217677740265274
26800,0.07597336073021531,0.9315062242936202
26801,0.10027822598924918,0.5713956881740143
26802,0.10382422996011818,0.12831011123038746
26803,0.08948206049749799,0.17207248227734545
26804,0.10222725215558115,0.12793137189950243
26805,0.16299678801212567,0.20148454829308446
26806,0.11072916847332151,0.9451575584925108
26807,0.525613712503659,0.9109064432840676
26808,0.17316963855783238,0.6162030837140895
26809,0.4729501831397818,0.28750791760646427
26810,0.08312038182427778,0.08830915731705373
26811,0.0920935817765969,0.06020741417875073
26812,0.1536281061773382,0.8321518075644622
26813,0.21333962370112722,0.3770361733387756
26814,0.09828742218714796,0.6758307921698177
26815,0.09545540686676951,0.049848990252914484
26816,0.1323660085723964,0.17903766496625473
26817,0.12061201423767516,0.7898025568678159
26818,0.11276279680183006,0.36067658825585713
26819,0.20859050551839473,0.3974025027194371
26820,0.14066102484162446,0.13121227428312973
26821,0.10745604159010386,0.5225958239199593
26822,0.1303516260292218,0.7382252208387148
26823,0.11181306464822553,0.2583298181041712
26824,0.11040961980109838,0.7729878504997715
26825,0.39604090674146913,0.685308910787445
26826,0.10134755539714566,0.7704480719330685
26827,0.09800632065561177,0.097972104342524
26828,0.1415282310652763,0.45811547809192504
26829,0.6645095427181013,0.8795102613126398
26830,0.12221016914706832,0.8933366183686869
26831,0.19793550658042308,0.931020459572515
26832,0.06644129253031031,0.8579861447884178
26833,0.14209569685196183,0.6560778664195063
26834,0.12370649354763653,0.5
26835,0.644748936715763,0.944548341563587
26836,0.0945629402934275,0.5378453911365046
26837,0.05368703759645892,0.025353680115034364
26838,0.1181429385193251,0.4627608280351668
26839,0.2003917339824634,0.39133141352894046
26840,0.11032009390920307,0.11964474074746095
26841,0.3692871864028701,0.8849430439589746
26842,0.10209154161023688,0.13443387492603834
26843,0.1393634547750114,0.17469314802681413
26844,0.17096613039769462,0.4252503769680643
26845,0.08191655071978599,0.8209282992776916
26846,0.11186413026386219,0.8301508705978461
26847,0.19874124974119634,0.13055169167081784
26848,0.10813862704014043,0.7148708187243075
26849,0.12222322618728446,0.6206902932013787
26850,0.6315807135625783,0.6538470339252188
26851,0.0805084431995761,0.0602685301383771
26852,0.10718499952284775,0.09136014065479556
26853,0.2523792569387694,0.575599148961209
26854,0.084462957733069,0.07960231128607712
26855,0.5749016079834045,0.8863977559048157
26856,0.16066229117771316,0.044191997110421585
26857,0.2356885226931262,0.3426734239830741
26858,0.10385149878120369,0.6039996873590763
26859,0.0981109423284401,0.06685841353917187
26860,0.18673858560611806,0.13156561793274454
26861,0.14546353124009812,0.0905742647773725
26862,0.12179930180983536,0.14789653768290223
26863,0.1352462761601293,0.5
26864,0.5,0.2820186535996549
26865,0.10952087291554966,0.08414063305788051
26866,0.11272025040982268,0.6264579114007308
26867,0.13825140301804753,0.21808515380236387
26868,0.7480417655014143,0.844291487252205
26869,0.10022566136200566,0.23099791369810768
26870,0.7231090418537247,0.8809981216386336
26871,0.08460309101109867,0.06929180473807373
26872,0.11472323270382935,0.2844836043396772
26873,0.050196344273869944,0.6409941747908445
26874,0.08563900726254915,0.09557198814874977
26875,0.7202686628388666,0.8199423507292901
26876,0.11675583561514886,0.07658769301610738
26877,0.11196975533415064,0.16899480613525392
26878,0.12037020959685481,0.22299349142928024
26879,0.10441015199499518,0.09567366665170005
26880,0.13318075099169463,0.11423733738099534
26881,0.10059282738514419,0.09473739631121762
26882,0.09367144186930192,0.08434176845840442
26883,0.08940399183783425,0.2228626814640981
26884,0.12814631560814285,0.1297322012507402
26885,0.18756352796923026,0.8837221404010576
26886,0.1610905854291145,0.9173273711411359
26887,0.6498078346582331,0.9181489921138896
26888,0.9427564097277307,0.8651462775589158
26889,0.10604842301182248,0.11004943261172576
26890,0.1373722127063682,0.43161173505048633
26891,0.31683184704175504,0.8172429210998413
26892,0.08696712933548292,0.8152368720228526
26893,0.10361666654568018,0.08626159964106317
26894,0.06191991702702726,0.18141663680561682
26895,0.09475673352699303,0.8839337506912263
26896,0.11748643800128199,0.03815192453671504
26897,0.11512171642277046,0.3292994085179204
26898,0.1064965387685702,0.6725091518140652
26899,0.08985293191597765,0.028431754587273497
26900,0.13564695325487994,0.15619097499977153
26901,0.13175253935915412,0.5
26902,0.17556166792514108,0.9467447014103145
26903,0.11633292144497724,0.06972066966220204
26904,0.12319842459942719,0.3162214635665871
26905,0.4740756454312962,0.8317472687855205
26906,0.10825593739723195,0.35674075797213084
26907,0.08022364859265319,0.7326006045073052
26908,0.12496144752307549,0.8887398004240749
26909,0.08512870544892735,0.17499286980327164
26910,0.10452462023636905,0.2982061679212994
26911,0.12904562791229862,0.08070884379533545
26912,0.4592778557961246,0.9197947738009593
26913,0.825686377241158,0.8055053703188705
26914,0.10199206057885948,0.193621051720815
26915,0.11916782352401845,0.5675733467490034
26916,0.11320131443136838,0.34128369164933925
26917,0.15297300705502045,0.16657485778992123
26918,0.9008652271767239,0.9623821692016526
26919,0.11061065113116052,0.6084453767447741
26920,0.07254951135881821,0.1144255002611599
26921,0.08901599810758214,0.8322109668626873
26922,0.09111390326822162,0.8087054028800524
26923,0.16247139530363872,0.55469758492964
26924,0.8406939084995968,0.9378926633991188
26925,0.09049863075643665,0.8309037559990401
26926,0.2761612604064471,0.4257239609735331
26927,0.18682387795073405,0.6553535886910744
26928,0.07841284398274857,0.6624121075145075
26929,0.13387481369913576,0.1353516114742898
26930,0.5668758261489454,0.8740996686992757
26931,0.12974884886548677,0.44177543145286313
26932,0.10387415574175983,0.9563284146273441
26933,0.11957882981697107,0.6530515698462382
26934,0.539851574593407,0.7482335408709958
26935,0.13705340192369106,0.4930662130260856
26936,0.15072460658174291,0.19332657670454148
26937,0.15695518985139495,0.8524510012635467
26938,0.10320068539474023,0.054803280807914224
26939,0.10203950295917304,0.11866520308203055
26940,0.09312202015990889,0.1316603487610629
26941,0.11539597114730964,0.3227635498674225
26942,0.6441312399733963,0.7793275001094854
26943,0.1470285531429073,0.7624587241970249
26944,0.13212111634212592,0.09007244457744175
26945,0.10914939894670632,0.6518753521185127
26946,0.14145328501543183,0.6452486398644778
26947,0.12605882831055853,0.47892618478749205
26948,0.08491867618037863,0.051274415545299566
26949,0.1016611000756653,0.07515782016542234
26950,0.07941161036680296,0.6910587043092093
26951,0.11594496263770115,0.2742507920170422
26952,0.6080264413660507,0.6814674509366688
26953,0.845113177813577,0.8992698447508565
26954,0.10524665627561505,0.09847765507603644
26955,0.12214981235985356,0.5778599874938496
26956,0.13059555211846857,0.15137400476081106
26957,0.12689533061283662,0.9690778718002303
26958,0.2693484977255567,0.8904382046360912
26959,0.09676269324179938,0.2434951138090869
26960,0.08237786742697081,0.03718212797914613
26961,0.16978242464898557,0.2697975121158872
26962,0.11152536722915249,0.9471903693065705
26963,0.11355076955224642,0.2208991180222463
26964,0.11929274923292311,0.19060678299824171
26965,0.9329420385756876,0.9101066309899726
26966,0.11522687298390932,0.08416204699273257
26967,0.10324364313738182,0.37808245513184174
26968,0.11651874592858794,0.893187910479841
26969,0.09462202521688408,0.32190772397873074
26970,0.5370678557174358,0.5145883128927764
26971,0.11556726177850231,0.18612743515855124
26972,0.10065983146905774,0.08566626729261637
26973,0.13457711986012147,0.2816134287818754
26974,0.12071812297439892,0.3018300157460765
26975,0.12502373688317509,0.7079742199590979
26976,0.8775240018392094,0.6604850975919242
26977,0.12017723662343659,0.20566498706716083
26978,0.09291711338906639,0.7203782665645975
26979,0.2454912175021845,0.9058721687128607
26980,0.10350080709584658,0.09802494552634507
26981,0.10992351985943044,0.23659119800439982
26982,0.8244079740138498,0.9479104477791406
26983,0.14274678404407173,0.4476657181245311
26984,0.09380976427158466,0.13015792205330673
26985,0.10889145850958191,0.0768872201215062
26986,0.0952725630230812,0.42651624281466816
26987,0.11300967566882597,0.12747930910850433
26988,0.13390660519122446,0.11320826705259433
26989,0.1989065428839358,0.3890524672652176
26990,0.11097966992628988,0.11353151604889715
26991,0.15335152247117212,0.4439362661191451
26992,0.23284152116999499,0.5173323386747755
26993,0.10079981063109873,0.9023354014872954
26994,0.12336095654676649,0.2715964021026854
26995,0.1080253456346922,0.27325822667030536
26996,0.34043108694932117,0.3713468081165757
26997,0.13217430045517983,0.040707624564399886
26998,0.16582431522724017,0.11143302278349769
26999,0.19827996669896022,0.5449840567325493
27000,0.08798432267239516,0.2778148311391938
27001,0.12623922067179866,0.7320753169619065
27002,0.11835547148534825,0.2106169502685584
27003,0.09117471595044895,0.050548606676289756
27004,0.15425979421728758,0.1603278820990506
27005,0.438149179973137,0.8212336177646783
27006,0.8780949556685328,0.8722422563197272
27007,0.09317258307719743,0.08080596523899006
27008,0.15650031880151605,0.0469107524020675
27009,0.11100664089572136,0.08621441349307289
27010,0.08548452107912817,0.10370804530230636
27011,0.15452114868017858,0.1499700820400129
27012,0.06004185372606679,0.6871488941640201
27013,0.12679261322637586,0.4120193624146075
27014,0.06642333737130192,0.1546213658346289
27015,0.11444591080826398,0.14202066340317387
27016,0.13190756031870532,0.21039440893537772
27017,0.18731685722591218,0.8700368384825338
